Processing file: SRR5723802_colostrum_cutadapter_finalcontigs.fa
>k141_70 flag=1 multi=1.0000 len=340
>k141_109 flag=1 multi=2.0000 len=302
>k141_71 flag=0 multi=1.0000 len=527
>k141_110 flag=1 multi=2.0000 len=709
>k141_111 flag=1 multi=4.0000 len=469
>k141_112 flag=1 multi=3.0000 len=342
>k141_72 flag=1 multi=1.0000 len=1062
>k141_73 flag=0 multi=1.0000 len=244
>k141_113 flag=1 multi=2.0000 len=380
>k141_74 flag=1 multi=4.0000 len=646
>k141_114 flag=1 multi=4.0000 len=706
>k141_75 flag=1 multi=2.0000 len=318
>k141_115 flag=1 multi=2.0000 len=408
>k141_76 flag=1 multi=2.0000 len=345
>k141_116 flag=1 multi=2.0000 len=516
>k141_77 flag=1 multi=3.0000 len=580
>k141_78 flag=1 multi=2.0000 len=642
>k141_117 flag=1 multi=3.0000 len=1261
>k141_79 flag=1 multi=2.0000 len=712
>k141_80 flag=1 multi=2.0000 len=556
>k141_118 flag=1 multi=2.0000 len=964
>k141_81 flag=1 multi=2.0000 len=338
>k141_82 flag=1 multi=1.0000 len=509
>k141_119 flag=1 multi=3.0000 len=565
>k141_83 flag=1 multi=3.0000 len=484
>k141_120 flag=1 multi=2.0000 len=469
>k141_121 flag=1 multi=2.0000 len=353
>k141_147 flag=1 multi=3.0000 len=678
>k141_122 flag=1 multi=3.0000 len=618
>k141_148 flag=1 multi=1.0000 len=641
>k141_149 flag=1 multi=4.0000 len=531
>k141_123 flag=1 multi=3.0000 len=871
>k141_151 flag=1 multi=4.0000 len=452
>k141_124 flag=1 multi=4.0000 len=448
>k141_152 flag=0 multi=1.0000 len=311
>k141_125 flag=1 multi=3.0000 len=369
>k141_153 flag=1 multi=3.0000 len=569
>k141_1030 flag=1 multi=3.0000 len=521
>k141_1031 flag=1 multi=1.0000 len=409
>k141_154 flag=0 multi=1.0000 len=467
>k141_1032 flag=0 multi=1.0000 len=280
>k141_155 flag=1 multi=2.0000 len=331
>k141_156 flag=0 multi=1.0000 len=278
>k141_1033 flag=1 multi=1.0000 len=572
>k141_157 flag=0 multi=1.0000 len=418
>k141_1034 flag=0 multi=1.0000 len=313
>k141_158 flag=0 multi=1.0000 len=228
>k141_161 flag=0 multi=1.0000 len=283
>k141_1035 flag=0 multi=1.0000 len=934
>k141_1036 flag=1 multi=2.0000 len=612
>k141_1037 flag=1 multi=3.0000 len=415
>k141_162 flag=1 multi=3.0000 len=1520
>k141_1038 flag=1 multi=1.0000 len=609
>k141_163 flag=1 multi=3.0000 len=413
>k141_1039 flag=1 multi=4.0000 len=384
>k141_164 flag=1 multi=1.0000 len=435
>k141_1040 flag=1 multi=2.0000 len=333
>k141_165 flag=0 multi=1.0000 len=201
>k141_1041 flag=1 multi=1.0000 len=426
>k141_1042 flag=1 multi=2.0000 len=386
>k141_166 flag=1 multi=3.0000 len=852
>k141_1043 flag=1 multi=1.0000 len=446
>k141_167 flag=1 multi=1.0000 len=398
>k141_1044 flag=1 multi=3.0000 len=950
>k141_1045 flag=1 multi=2.0000 len=559
>k141_2550 flag=1 multi=4.0000 len=1536
>k141_1046 flag=1 multi=2.0000 len=576
>k141_2551 flag=1 multi=2.0000 len=468
>k141_1047 flag=1 multi=2.0000 len=470
>k141_1048 flag=0 multi=1.0000 len=267
>k141_2552 flag=1 multi=1.0000 len=437
>k141_1049 flag=1 multi=2.0000 len=385
>k141_2553 flag=1 multi=2.0000 len=386
>k141_610 flag=1 multi=2.0000 len=448
>k141_2554 flag=1 multi=4.0000 len=1190
>k141_2555 flag=3 multi=2.0050 len=541
>k141_611 flag=1 multi=2.0000 len=1790
>k141_612 flag=1 multi=2.0000 len=362
>k141_2556 flag=3 multi=8.0127 len=771
>k141_2557 flag=3 multi=2.0068 len=435
>k141_613 flag=1 multi=2.0000 len=584
>k141_614 flag=1 multi=2.0000 len=724
>k141_2558 flag=3 multi=3.0048 len=762
>k141_2559 flag=3 multi=3.0130 len=372
>k141_615 flag=1 multi=3.0000 len=583
>k141_2560 flag=3 multi=5.0196 len=396
>k141_616 flag=1 multi=2.0000 len=428
>k141_2561 flag=3 multi=5.4545 len=372
>k141_617 flag=1 multi=1.0000 len=421
>k141_618 flag=1 multi=2.0000 len=374
>k141_2562 flag=3 multi=3.0115 len=402
>k141_619 flag=1 multi=5.0000 len=439
>k141_2563 flag=3 multi=4.0153 len=402
>k141_2564 flag=3 multi=2.0043 len=603
>k141_620 flag=1 multi=3.0000 len=883
>k141_2565 flag=3 multi=2.0133 len=291
>k141_2566 flag=3 multi=8.0333 len=381
>k141_2567 flag=3 multi=15.0649 len=372
>k141_621 flag=1 multi=3.0000 len=749
>k141_2568 flag=3 multi=1.0052 len=334
>k141_622 flag=1 multi=2.0000 len=446
>k141_2569 flag=3 multi=3.0101 len=438
>k141_1870 flag=1 multi=2.0000 len=354
>k141_1871 flag=1 multi=3.0000 len=368
>k141_1872 flag=1 multi=2.0000 len=624
>k141_1873 flag=1 multi=2.0000 len=343
>k141_623 flag=1 multi=3.0000 len=1652
>k141_624 flag=1 multi=2.0000 len=364
>k141_625 flag=1 multi=3.0000 len=334
>k141_626 flag=1 multi=1.0000 len=361
>k141_1874 flag=1 multi=2.0000 len=897
>k141_1875 flag=1 multi=4.0000 len=590
>k141_1876 flag=1 multi=4.0000 len=481
>k141_627 flag=1 multi=4.0000 len=1273
>k141_1877 flag=1 multi=2.0000 len=420
>k141_628 flag=1 multi=2.0000 len=319
>k141_1878 flag=1 multi=3.0000 len=451
>k141_629 flag=1 multi=3.0000 len=598
>k141_1879 flag=1 multi=1.0000 len=437
>k141_1880 flag=1 multi=2.0000 len=517
>k141_1881 flag=1 multi=3.0000 len=376
>k141_290 flag=1 multi=1.0000 len=833
>k141_1882 flag=1 multi=2.0000 len=309
>k141_291 flag=0 multi=1.0000 len=351
>k141_1883 flag=1 multi=3.0000 len=334
>k141_292 flag=1 multi=1.0000 len=593
>k141_1884 flag=1 multi=3.0000 len=841
>k141_1885 flag=1 multi=2.0000 len=769
>k141_1886 flag=0 multi=1.0000 len=386
>k141_293 flag=0 multi=2.9723 len=1731
>k141_1887 flag=1 multi=2.0000 len=770
>k141_294 flag=1 multi=2.0000 len=332
>k141_295 flag=1 multi=3.0000 len=379
>k141_1888 flag=1 multi=2.0000 len=395
>k141_2370 flag=1 multi=3.0000 len=460
>k141_296 flag=1 multi=2.0000 len=547
>k141_2371 flag=1 multi=2.0000 len=465
>k141_297 flag=1 multi=3.0000 len=580
>k141_2372 flag=1 multi=1.0000 len=333
>k141_298 flag=1 multi=1.0000 len=324
>k141_299 flag=1 multi=1.0000 len=515
>k141_2373 flag=1 multi=1.0000 len=734
>k141_300 flag=1 multi=2.0000 len=477
>k141_2374 flag=1 multi=3.0000 len=511
>k141_301 flag=1 multi=3.0000 len=344
>k141_302 flag=1 multi=1.0000 len=425
>k141_2375 flag=1 multi=3.0000 len=542
>k141_303 flag=1 multi=2.0000 len=388
>k141_304 flag=1 multi=3.0000 len=462
>k141_2376 flag=1 multi=1.0000 len=722
>k141_2377 flag=0 multi=1.0000 len=394
>k141_2378 flag=1 multi=4.0000 len=374
>k141_2379 flag=1 multi=2.0000 len=365
>k141_305 flag=1 multi=4.0000 len=1020
>k141_2380 flag=1 multi=1.0000 len=1022
>k141_306 flag=1 multi=4.0000 len=1119
>k141_2381 flag=0 multi=1.0000 len=303
>k141_2382 flag=1 multi=3.0000 len=511
>k141_307 flag=1 multi=3.0000 len=1048
>k141_308 flag=1 multi=3.0000 len=349
>k141_2383 flag=1 multi=3.0000 len=1125
>k141_309 flag=1 multi=2.0000 len=589
>k141_2384 flag=1 multi=2.0000 len=411
>k141_2510 flag=1 multi=2.0000 len=449
>k141_2511 flag=1 multi=2.0000 len=387
>k141_2385 flag=1 multi=4.0000 len=886
>k141_2386 flag=1 multi=3.0000 len=914
>k141_2387 flag=1 multi=2.0000 len=328
>k141_2388 flag=1 multi=2.0000 len=387
>k141_2389 flag=1 multi=4.0000 len=1764
>k141_1850 flag=1 multi=2.4812 len=831
>k141_1851 flag=1 multi=5.0000 len=1149
>k141_1852 flag=1 multi=2.0000 len=348
>k141_1853 flag=1 multi=3.0000 len=504
>k141_1854 flag=1 multi=2.0000 len=373
>k141_2512 flag=1 multi=7.0000 len=6313
>k141_2513 flag=1 multi=3.0000 len=547
>k141_1855 flag=1 multi=3.0000 len=1512
>k141_2514 flag=1 multi=2.0000 len=481
>k141_1856 flag=1 multi=2.0000 len=629
>k141_2515 flag=1 multi=3.0000 len=629
>k141_2516 flag=1 multi=2.0000 len=411
>k141_1857 flag=1 multi=3.0000 len=1283
>k141_2517 flag=1 multi=3.0000 len=1222
>k141_1858 flag=1 multi=3.0000 len=636
>k141_1859 flag=1 multi=3.0000 len=410
>k141_1860 flag=1 multi=3.0000 len=329
>k141_2518 flag=1 multi=3.0000 len=1027
>k141_2519 flag=1 multi=1.0000 len=472
>k141_2520 flag=1 multi=1.0000 len=536
>k141_1861 flag=0 multi=2.9593 len=1222
>k141_2521 flag=1 multi=2.0000 len=317
>k141_1862 flag=1 multi=3.0000 len=367
>k141_2522 flag=0 multi=1.0000 len=348
>k141_2523 flag=1 multi=2.0000 len=329
>k141_1863 flag=1 multi=3.0000 len=524
>k141_2524 flag=1 multi=1.0000 len=654
>k141_1864 flag=1 multi=2.0000 len=475
>k141_1865 flag=1 multi=3.0000 len=402
>k141_1866 flag=1 multi=2.0000 len=309
>k141_2525 flag=1 multi=3.0000 len=892
>k141_1867 flag=1 multi=3.0000 len=460
>k141_1868 flag=1 multi=2.0000 len=476
>k141_1869 flag=1 multi=3.0000 len=352
>k141_2526 flag=1 multi=2.0000 len=861
>k141_310 flag=1 multi=2.0000 len=391
>k141_311 flag=1 multi=1.0000 len=332
>k141_2527 flag=1 multi=1.0000 len=553
>k141_2528 flag=1 multi=3.0000 len=729
>k141_312 flag=1 multi=3.0000 len=894
>k141_313 flag=1 multi=1.0000 len=508
>k141_2529 flag=1 multi=2.0000 len=1194
>k141_314 flag=1 multi=3.0000 len=1176
>k141_315 flag=0 multi=1.0000 len=231
>k141_316 flag=1 multi=2.0000 len=485
>k141_1690 flag=1 multi=3.0000 len=1230
>k141_317 flag=1 multi=3.0000 len=319
>k141_1691 flag=1 multi=1.0000 len=387
>k141_318 flag=1 multi=2.0000 len=413
>k141_1692 flag=1 multi=3.0000 len=354
>k141_319 flag=1 multi=1.0000 len=408
>k141_1693 flag=1 multi=2.0000 len=339
>k141_320 flag=1 multi=1.0000 len=447
>k141_1694 flag=0 multi=1.0000 len=593
>k141_1695 flag=1 multi=3.0000 len=445
>k141_1696 flag=1 multi=4.0000 len=407
>k141_321 flag=1 multi=2.0000 len=1016
>k141_1697 flag=1 multi=2.0000 len=318
>k141_1698 flag=0 multi=1.0000 len=225
>k141_322 flag=1 multi=2.0000 len=527
>k141_323 flag=1 multi=2.0000 len=394
>k141_324 flag=1 multi=2.0000 len=332
>k141_1699 flag=1 multi=3.0000 len=845
>k141_325 flag=1 multi=3.0000 len=579
>k141_1700 flag=1 multi=2.0000 len=640
>k141_326 flag=1 multi=3.0000 len=521
>k141_1701 flag=1 multi=1.0000 len=488
>k141_327 flag=1 multi=3.0000 len=526
>k141_328 flag=1 multi=3.0000 len=378
>k141_1702 flag=1 multi=2.0000 len=843
>k141_1703 flag=1 multi=3.0000 len=494
>k141_329 flag=1 multi=2.0000 len=899
>k141_1770 flag=1 multi=3.0000 len=359
>k141_1704 flag=1 multi=2.0000 len=644
>k141_1771 flag=1 multi=2.0000 len=425
>k141_1705 flag=1 multi=2.0000 len=998
>k141_1706 flag=1 multi=2.0000 len=401
>k141_1772 flag=1 multi=4.0000 len=1786
>k141_1707 flag=1 multi=3.0000 len=957
>k141_1773 flag=1 multi=3.0000 len=942
>k141_1708 flag=0 multi=1.0000 len=768
>k141_1709 flag=1 multi=2.0000 len=341
>k141_1774 flag=1 multi=1.0000 len=541
>k141_1630 flag=1 multi=2.0000 len=314
>k141_1631 flag=1 multi=1.0000 len=387
>k141_1775 flag=1 multi=1.0000 len=506
>k141_1632 flag=1 multi=2.0000 len=450
>k141_1776 flag=1 multi=3.0000 len=852
>k141_1633 flag=1 multi=1.0000 len=824
>k141_1777 flag=1 multi=2.0000 len=565
>k141_1634 flag=1 multi=3.0000 len=514
>k141_1778 flag=1 multi=2.0000 len=401
>k141_1635 flag=0 multi=1.0000 len=336
>k141_1779 flag=1 multi=1.0000 len=670
>k141_1636 flag=1 multi=1.0000 len=632
>k141_1780 flag=1 multi=2.0000 len=405
>k141_1781 flag=1 multi=1.0000 len=445
>k141_1782 flag=1 multi=2.0000 len=630
>k141_1637 flag=1 multi=1.0000 len=1109
>k141_1638 flag=0 multi=1.0000 len=207
>k141_1783 flag=1 multi=3.0000 len=545
>k141_1639 flag=1 multi=1.0000 len=604
>k141_1784 flag=0 multi=1.0000 len=675
>k141_1785 flag=1 multi=1.0000 len=452
>k141_1640 flag=0 multi=1.0000 len=1019
>k141_1786 flag=1 multi=1.0000 len=503
>k141_1787 flag=1 multi=2.0000 len=330
>k141_1641 flag=1 multi=3.0000 len=1340
>k141_1642 flag=1 multi=1.0000 len=430
>k141_1643 flag=1 multi=1.0000 len=413
>k141_1644 flag=0 multi=1.0000 len=535
>k141_1645 flag=0 multi=1.0000 len=209
>k141_1646 flag=1 multi=1.0000 len=529
>k141_1647 flag=1 multi=1.0000 len=372
>k141_1648 flag=1 multi=2.0000 len=588
>k141_1788 flag=1 multi=4.0000 len=3319
>k141_1789 flag=1 multi=2.0000 len=325
>k141_1649 flag=0 multi=1.0000 len=333
>k141_490 flag=1 multi=2.0000 len=405
>k141_491 flag=1 multi=1.0000 len=422
>k141_1790 flag=1 multi=2.0000 len=759
>k141_1791 flag=1 multi=3.0000 len=314
>k141_492 flag=1 multi=3.0000 len=455
>k141_493 flag=0 multi=1.0000 len=317
>k141_494 flag=1 multi=2.0000 len=770
>k141_1792 flag=0 multi=1.0000 len=1262
>k141_495 flag=1 multi=2.0000 len=899
>k141_1793 flag=0 multi=1.0000 len=662
>k141_496 flag=1 multi=2.0000 len=382
>k141_1794 flag=1 multi=2.0000 len=612
>k141_1795 flag=0 multi=1.0000 len=247
>k141_1796 flag=0 multi=1.0000 len=221
>k141_497 flag=1 multi=2.0000 len=1109
>k141_498 flag=0 multi=1.0000 len=437
>k141_1797 flag=1 multi=3.0000 len=1098
>k141_499 flag=0 multi=1.0000 len=317
>k141_1798 flag=1 multi=1.0000 len=303
>k141_500 flag=1 multi=1.0000 len=322
>k141_501 flag=1 multi=3.0000 len=674
>k141_502 flag=0 multi=0.9684 len=236
>k141_1799 flag=0 multi=1.0000 len=960
>k141_503 flag=1 multi=1.0000 len=345
>k141_504 flag=0 multi=1.0000 len=231
>k141_1800 flag=1 multi=2.0000 len=472
>k141_505 flag=1 multi=2.0000 len=404
>k141_1801 flag=1 multi=3.0000 len=394
>k141_1802 flag=1 multi=1.0000 len=329
>k141_1803 flag=1 multi=1.0000 len=465
>k141_507 flag=1 multi=3.0000 len=803
>k141_1804 flag=1 multi=1.0000 len=367
>k141_1805 flag=1 multi=2.0000 len=439
>k141_508 flag=1 multi=1.0000 len=665
>k141_1808 flag=1 multi=2.0000 len=505
>k141_509 flag=0 multi=1.0000 len=761
>k141_1809 flag=1 multi=3.0000 len=751
>k141_1230 flag=1 multi=3.0000 len=711
>k141_1450 flag=1 multi=2.0000 len=495
>k141_1451 flag=1 multi=3.0000 len=354
>k141_1231 flag=1 multi=2.0000 len=701
>k141_1232 flag=1 multi=2.0000 len=324
>k141_1452 flag=1 multi=4.0000 len=559
>k141_1233 flag=1 multi=3.0000 len=357
>k141_1453 flag=1 multi=2.0000 len=464
>k141_1234 flag=1 multi=2.0000 len=550
>k141_1235 flag=1 multi=2.0000 len=491
>k141_1454 flag=1 multi=3.0000 len=1063
>k141_1236 flag=1 multi=2.0000 len=555
>k141_1455 flag=1 multi=2.0000 len=444
>k141_1237 flag=1 multi=2.0000 len=392
>k141_1456 flag=1 multi=3.0000 len=318
>k141_1238 flag=0 multi=1.0000 len=659
>k141_1239 flag=1 multi=1.0000 len=752
>k141_1240 flag=1 multi=3.0000 len=722
>k141_1241 flag=0 multi=1.0000 len=365
>k141_1242 flag=1 multi=1.0000 len=378
>k141_1457 flag=1 multi=4.0000 len=2346
>k141_1243 flag=1 multi=1.0000 len=395
>k141_1458 flag=1 multi=3.0000 len=403
>k141_1244 flag=1 multi=1.0000 len=567
>k141_1459 flag=1 multi=2.0000 len=439
>k141_1245 flag=1 multi=3.0000 len=616
>k141_1246 flag=1 multi=2.0000 len=394
>k141_1460 flag=1 multi=3.0000 len=901
>k141_1461 flag=1 multi=2.0000 len=340
>k141_1247 flag=1 multi=1.0000 len=637
>k141_1248 flag=1 multi=2.0000 len=488
>k141_1462 flag=1 multi=1.9761 len=811
>k141_1463 flag=1 multi=3.0000 len=659
>k141_1249 flag=1 multi=3.0000 len=809
>k141_1464 flag=1 multi=1.0000 len=457
>k141_870 flag=1 multi=1.0000 len=394
>k141_1465 flag=1 multi=1.0000 len=648
>k141_871 flag=1 multi=1.0000 len=949
>k141_1466 flag=1 multi=1.0000 len=575
>k141_872 flag=1 multi=1.0000 len=609
>k141_1467 flag=1 multi=2.0000 len=636
>k141_873 flag=0 multi=1.0000 len=383
>k141_1468 flag=1 multi=1.0000 len=394
>k141_1469 flag=1 multi=1.0000 len=543
>k141_1650 flag=1 multi=1.0000 len=656
>k141_874 flag=1 multi=3.0000 len=1374
>k141_1651 flag=1 multi=1.0000 len=571
>k141_875 flag=1 multi=1.0000 len=767
>k141_1652 flag=1 multi=3.0000 len=645
>k141_876 flag=1 multi=1.0000 len=544
>k141_877 flag=1 multi=3.0000 len=328
>k141_1653 flag=1 multi=1.0000 len=590
>k141_1654 flag=1 multi=1.0000 len=676
>k141_878 flag=1 multi=4.0000 len=998
>k141_1655 flag=1 multi=1.0000 len=489
>k141_879 flag=1 multi=2.0000 len=336
>k141_1656 flag=1 multi=1.0000 len=565
>k141_880 flag=1 multi=3.0000 len=435
>k141_1657 flag=1 multi=2.0000 len=482
>k141_881 flag=1 multi=1.0000 len=542
>k141_1658 flag=1 multi=3.0000 len=447
>k141_882 flag=1 multi=2.0000 len=398
>k141_1659 flag=1 multi=1.0000 len=317
>k141_883 flag=1 multi=2.0000 len=430
>k141_1660 flag=1 multi=2.0000 len=726
>k141_1661 flag=1 multi=2.0000 len=912
>k141_884 flag=1 multi=3.0000 len=1960
>k141_1662 flag=1 multi=3.0000 len=1315
>k141_885 flag=1 multi=3.0000 len=775
>k141_886 flag=1 multi=1.0000 len=426
>k141_887 flag=1 multi=1.0000 len=410
>k141_888 flag=1 multi=3.0000 len=428
>k141_1663 flag=1 multi=3.0000 len=1321
>k141_889 flag=0 multi=1.0000 len=551
>k141_1664 flag=1 multi=2.0000 len=372
>k141_1665 flag=1 multi=1.0000 len=506
>k141_1666 flag=1 multi=3.0000 len=469
>k141_2450 flag=1 multi=2.0000 len=888
>k141_1667 flag=1 multi=1.0000 len=607
>k141_2451 flag=1 multi=1.0000 len=618
>k141_1668 flag=1 multi=1.0000 len=562
>k141_2452 flag=1 multi=3.0000 len=780
>k141_2453 flag=1 multi=1.0000 len=744
>k141_2454 flag=1 multi=1.0000 len=345
>k141_2455 flag=0 multi=1.0000 len=312
>k141_2456 flag=1 multi=3.0000 len=647
>k141_1669 flag=1 multi=3.0000 len=2209
>k141_2457 flag=1 multi=2.0000 len=549
>k141_1830 flag=1 multi=1.0000 len=335
>k141_2458 flag=1 multi=2.0000 len=403
>k141_1831 flag=1 multi=1.0000 len=478
>k141_1832 flag=1 multi=3.0000 len=472
>k141_2459 flag=1 multi=1.0000 len=888
>k141_1833 flag=1 multi=3.0000 len=537
>k141_2460 flag=1 multi=1.0000 len=418
>k141_1834 flag=1 multi=1.0000 len=309
>k141_1835 flag=1 multi=2.0000 len=519
>k141_2461 flag=1 multi=2.0000 len=629
>k141_2462 flag=1 multi=4.0000 len=910
>k141_1836 flag=1 multi=3.0000 len=1102
>k141_1837 flag=1 multi=2.0000 len=363
>k141_2463 flag=1 multi=4.0000 len=543
>k141_2464 flag=1 multi=2.0000 len=472
>k141_1838 flag=1 multi=1.0000 len=905
>k141_2465 flag=1 multi=2.0000 len=571
>k141_1839 flag=1 multi=2.0000 len=502
>k141_2466 flag=1 multi=2.0000 len=507
>k141_2467 flag=1 multi=2.0000 len=581
>k141_2468 flag=1 multi=1.0000 len=365
>k141_1840 flag=1 multi=2.0000 len=949
>k141_2469 flag=1 multi=2.0000 len=467
>k141_1841 flag=1 multi=3.0000 len=631
>k141_430 flag=1 multi=1.0000 len=382
>k141_1842 flag=1 multi=2.0000 len=306
>k141_1843 flag=1 multi=3.0000 len=321
>k141_431 flag=1 multi=2.0000 len=688
>k141_1844 flag=1 multi=4.0000 len=452
>k141_432 flag=1 multi=3.0000 len=417
>k141_1845 flag=1 multi=1.0000 len=446
>k141_1846 flag=1 multi=2.0000 len=476
>k141_433 flag=1 multi=2.0000 len=611
>k141_434 flag=1 multi=2.0000 len=775
>k141_1847 flag=1 multi=2.0000 len=1066
>k141_435 flag=1 multi=2.0000 len=434
>k141_436 flag=1 multi=0.9784 len=373
>k141_1848 flag=1 multi=1.0000 len=788
>k141_1849 flag=1 multi=2.0000 len=407
>k141_437 flag=1 multi=3.0000 len=733
>k141_438 flag=1 multi=1.0000 len=510
>k141_2330 flag=1 multi=3.0000 len=642
>k141_439 flag=1 multi=2.0000 len=328
>k141_2331 flag=1 multi=2.0000 len=542
>k141_440 flag=1 multi=1.0000 len=636
>k141_441 flag=1 multi=3.0000 len=684
>k141_2332 flag=1 multi=3.0000 len=978
>k141_2333 flag=1 multi=2.0000 len=388
>k141_442 flag=1 multi=2.0000 len=693
>k141_2334 flag=1 multi=2.0000 len=396
>k141_443 flag=1 multi=2.0000 len=427
>k141_444 flag=1 multi=3.0000 len=667
>k141_2335 flag=1 multi=2.0000 len=1095
>k141_445 flag=1 multi=1.0000 len=467
>k141_2336 flag=1 multi=4.0000 len=384
>k141_446 flag=1 multi=1.0000 len=569
>k141_447 flag=1 multi=1.0000 len=321
>k141_448 flag=1 multi=3.0000 len=588
>k141_2337 flag=1 multi=3.0000 len=1360
>k141_449 flag=1 multi=2.0000 len=486
>k141_2338 flag=1 multi=1.0000 len=431
>k141_1130 flag=1 multi=2.4502 len=2000
>k141_1131 flag=1 multi=2.0000 len=321
>k141_2339 flag=1 multi=2.9744 len=2013
>k141_2340 flag=1 multi=1.0000 len=381
>k141_1132 flag=1 multi=2.0000 len=774
>k141_2341 flag=1 multi=2.0000 len=468
>k141_1133 flag=1 multi=2.0000 len=497
>k141_2342 flag=1 multi=1.0000 len=519
>k141_1134 flag=1 multi=2.0000 len=313
>k141_2343 flag=1 multi=2.0000 len=359
>k141_1135 flag=1 multi=2.0000 len=873
>k141_2344 flag=1 multi=2.0000 len=792
>k141_2345 flag=1 multi=3.0000 len=360
>k141_1136 flag=1 multi=1.0000 len=649
>k141_2346 flag=1 multi=2.7396 len=648
>k141_1137 flag=1 multi=2.0000 len=438
>k141_1138 flag=1 multi=2.0000 len=432
>k141_2347 flag=1 multi=3.0000 len=560
>k141_2348 flag=1 multi=2.0000 len=328
>k141_1139 flag=1 multi=3.0000 len=486
>k141_2349 flag=1 multi=2.0000 len=701
>k141_1140 flag=1 multi=2.0000 len=678
>k141_2430 flag=0 multi=1.0000 len=761
>k141_1141 flag=1 multi=1.0000 len=1145
>k141_2431 flag=1 multi=4.0000 len=770
>k141_1142 flag=1 multi=3.0000 len=675
>k141_1143 flag=1 multi=2.0000 len=504
>k141_2432 flag=1 multi=3.0000 len=949
>k141_1144 flag=1 multi=1.0000 len=573
>k141_2433 flag=1 multi=1.0000 len=546
>k141_1145 flag=1 multi=3.0000 len=337
>k141_2434 flag=1 multi=3.0000 len=508
>k141_1148 flag=1 multi=3.0000 len=345
>k141_2435 flag=1 multi=2.0000 len=320
>k141_1149 flag=1 multi=1.0000 len=509
>k141_2436 flag=1 multi=1.0000 len=855
>k141_2170 flag=1 multi=4.0000 len=758
>k141_2437 flag=1 multi=1.0000 len=337
>k141_2438 flag=1 multi=4.0000 len=822
>k141_2439 flag=1 multi=2.0000 len=528
>k141_2171 flag=1 multi=3.0000 len=1631
>k141_2440 flag=1 multi=1.0000 len=591
>k141_2172 flag=1 multi=2.0000 len=356
>k141_2441 flag=1 multi=3.0000 len=499
>k141_2442 flag=1 multi=2.0000 len=410
>k141_2173 flag=1 multi=2.0000 len=729
>k141_2443 flag=1 multi=1.0000 len=560
>k141_2174 flag=1 multi=2.0000 len=683
>k141_2444 flag=1 multi=2.0000 len=366
>k141_2175 flag=1 multi=2.0000 len=374
>k141_2445 flag=1 multi=1.0000 len=610
>k141_2176 flag=1 multi=3.0000 len=682
>k141_2177 flag=1 multi=1.0000 len=485
>k141_2178 flag=1 multi=3.0000 len=1047
>k141_2446 flag=1 multi=2.0000 len=1770
>k141_2179 flag=1 multi=1.0000 len=466
>k141_2447 flag=1 multi=1.0000 len=408
>k141_2180 flag=1 multi=3.0000 len=502
>k141_2448 flag=1 multi=1.0000 len=537
>k141_2449 flag=1 multi=3.0000 len=588
>k141_2181 flag=0 multi=1.0000 len=699
>k141_1610 flag=1 multi=3.0000 len=451
>k141_2182 flag=1 multi=2.0000 len=718
>k141_1611 flag=1 multi=2.0000 len=564
>k141_2183 flag=1 multi=1.0000 len=553
>k141_1612 flag=1 multi=1.0000 len=674
>k141_2184 flag=1 multi=1.0000 len=418
>k141_1613 flag=1 multi=3.0000 len=316
>k141_1614 flag=0 multi=1.0000 len=271
>k141_2185 flag=1 multi=1.0000 len=559
>k141_1615 flag=1 multi=3.0000 len=330
>k141_1616 flag=1 multi=3.0000 len=335
>k141_1617 flag=1 multi=1.0000 len=317
>k141_1618 flag=1 multi=1.0000 len=549
>k141_1619 flag=1 multi=2.0000 len=447
>k141_2186 flag=0 multi=1.9376 len=1632
>k141_1620 flag=0 multi=1.0000 len=522
>k141_1621 flag=1 multi=2.0000 len=561
>k141_2187 flag=1 multi=1.0000 len=664
>k141_2188 flag=1 multi=2.0000 len=347
>k141_2189 flag=1 multi=4.0000 len=354
>k141_1530 flag=0 multi=1.0000 len=249
>k141_1622 flag=1 multi=2.0000 len=914
>k141_1531 flag=1 multi=3.0000 len=437
>k141_1532 flag=1 multi=3.0000 len=408
>k141_1623 flag=1 multi=1.0000 len=701
>k141_1533 flag=1 multi=3.0000 len=410
>k141_1624 flag=1 multi=3.0000 len=880
>k141_1534 flag=1 multi=3.0000 len=973
>k141_1625 flag=1 multi=1.0000 len=537
>k141_1535 flag=1 multi=11.1467 len=366
>k141_1626 flag=1 multi=2.0000 len=358
>k141_1536 flag=1 multi=2.0000 len=753
>k141_1627 flag=0 multi=1.4973 len=1066
>k141_1628 flag=0 multi=1.0000 len=375
>k141_1629 flag=1 multi=2.0000 len=546
>k141_1537 flag=1 multi=2.0000 len=1258
>k141_2150 flag=1 multi=4.0000 len=357
>k141_1538 flag=1 multi=2.0000 len=660
>k141_2151 flag=1 multi=1.0000 len=607
>k141_1539 flag=1 multi=3.0000 len=352
>k141_2152 flag=1 multi=1.0000 len=332
>k141_2153 flag=1 multi=3.0000 len=338
>k141_1540 flag=1 multi=3.0000 len=542
>k141_2154 flag=1 multi=2.0000 len=374
>k141_1541 flag=1 multi=3.0000 len=351
>k141_2155 flag=1 multi=1.0000 len=464
>k141_1542 flag=1 multi=4.0000 len=776
>k141_2156 flag=1 multi=3.0000 len=547
>k141_2157 flag=0 multi=1.0000 len=236
>k141_1543 flag=1 multi=0.9723 len=647
>k141_2158 flag=1 multi=4.0000 len=571
